video_id,publish_date,title,category,views,likes,comments,ctr_pct,retention_pct,watch_hours,subscribers_gained,upload_hour
VID00556,2024-02-23,Personal Finance Tips #556,Finance,15852,1538,24,4.45,59.8,932.5,191,18
VID00557,2024-02-23,Budget Meals #557,Food,5952,217,55,9.0,61.66,436.7,108,12
VID00558,2024-02-23,Career Tips #558,Education,2011,89,15,7.25,53.52,203.7,39,19
VID00559,2024-02-23,Best Apps #559,Tech,3544,166,18,9.28,55.86,156.0,48,21
VID00560,2024-02-23,Best Places to Visit #560,Travel,19517,730,173,6.42,61.93,1835.4,442,19
VID00561,2024-02-23,Best Friend Problems #561,Comedy,7066,394,97,5.18,53.41,238.2,42,23
VID00562,2024-02-23,Easy Recipes #562,Food,4486,156,33,7.28,55.25,188.5,56,20
VID00563,2024-02-24,Travel Guide #563,Travel,182056,13630,1504,9.4,60.0,17046.4,3066,21
VID00564,2024-02-24,Credit Score Tips #564,Finance,5607,194,54,8.35,68.04,424.3,59,14
VID00565,2024-02-24,Parents Be Like #565,Comedy,5429,168,71,8.09,64.84,476.2,65,21
VID00566,2024-02-24,Travel Mistakes #566,Travel,6606,661,89,9.45,68.88,536.7,34,20
VID00567,2024-02-24,Phone Features You Missed #567,Tech,3816,277,4,4.51,74.39,212.7,81,21
VID00568,2024-02-24,Budget Meals #568,Food,8152,564,17,11.38,55.88,396.2,46,14
VID00569,2024-02-24,Laptop Buying Guide #569,Tech,15028,1364,54,7.38,61.62,811.1,271,16
VID00570,2024-02-24,Expectation vs Reality #570,Comedy,25226,2314,284,9.53,48.92,1799.4,529,20
VID00571,2024-02-24,AI Tools #571,Tech,21898,1843,82,7.61,78.14,2159.5,184,16
VID00572,2024-02-24,Best Friend Problems #572,Comedy,15924,809,100,11.48,58.43,518.2,100,20
VID00573,2024-02-25,Weekend Travel Vlog #573,Travel,12539,925,113,10.07,69.51,357.7,68,19
VID00574,2024-02-25,Best Settings #574,Gaming,14376,1352,162,3.43,51.46,788.8,85,21
VID00575,2024-02-25,Morning Routine #575,Lifestyle,29151,1575,67,6.65,64.65,1444.7,645,20
VID00576,2024-02-25,Daily Routine #576,Lifestyle,6311,270,70,7.15,55.18,492.4,91,16
VID00577,2024-02-25,Laptop Buying Guide #577,Tech,3625,185,6,9.4,58.85,122.9,16,19
VID00578,2024-02-25,Daily Routine #578,Lifestyle,131180,6677,657,5.35,48.51,8645.8,614,12
VID00579,2024-02-25,Exam Preparation Guide #579,Education,10229,503,96,7.4,62.82,315.7,223,22
VID00580,2024-02-25,Best Apps #580,Tech,7709,612,14,8.41,77.78,308.1,80,22
VID00581,2024-02-25,Interview Preparation #581,Education,4149,392,4,9.6,63.26,165.1,84,19
VID00582,2024-02-25,Morning Routine #582,Lifestyle,3463,218,6,8.04,43.41,313.2,55,21
VID00583,2024-02-25,Top Games #583,Gaming,20992,1711,285,8.4,37.9,1499.3,226,21
VID00584,2024-02-26,Productivity Tips #584,Education,26233,1250,135,7.32,49.72,2005.9,416,22
VID00585,2024-02-26,Beginner Guide #585,Gaming,5942,473,57,8.66,64.18,521.8,68,19
VID00586,2024-02-26,Tech Hacks #586,Tech,6636,203,76,10.62,79.16,936.3,109,22
VID00587,2024-02-26,Productivity Tips #587,Education,6797,178,18,9.3,48.79,163.0,136,10
VID00588,2024-02-26,Personal Finance Tips #588,Finance,6510,681,24,10.88,49.88,314.2,67,21
VID00589,2024-02-26,Budget Travel Tips #589,Travel,4415,119,29,6.88,53.08,322.6,31,16
VID00590,2024-02-26,Hidden Places #590,Travel,7603,460,54,3.72,53.42,736.5,62,22
VID00591,2024-02-26,Healthy Habits #591,Lifestyle,33494,3669,104,9.35,63.28,1803.2,597,10
VID00592,2024-02-26,Career Tips #592,Education,14313,1305,124,6.82,65.54,1761.1,251,20
VID00593,2024-02-26,Morning Routine #593,Lifestyle,4311,195,15,5.78,66.43,160.4,76,6
VID00594,2024-02-27,Expectation vs Reality #594,Comedy,32691,1238,33,12.86,44.04,854.7,349,18
VID00595,2024-02-27,Personal Finance Tips #595,Finance,9601,1054,123,11.21,60.55,925.3,114,10
VID00596,2024-02-27,Laptop Buying Guide #596,Tech,5975,623,55,8.12,69.63,181.6,96,10
VID00597,2024-02-27,Funny Family Moments #597,Comedy,5894,201,14,11.03,76.61,483.2,30,18
VID00598,2024-02-27,Money Mistakes #598,Finance,4980,399,32,11.34,65.36,676.4,67,10
VID00599,2024-02-27,Daily Routine #599,Lifestyle,6061,188,53,10.42,45.97,208.3,113,14
VID00600,2024-02-27,Personal Finance Tips #600,Finance,12111,986,103,9.46,53.51,571.2,113,20
VID00601,2024-02-27,Budget Lifestyle #601,Lifestyle,3924,162,47,13.01,40.15,97.8,26,18
VID00602,2024-02-27,Budget Meals #602,Food,3838,342,34,7.38,59.95,275.4,26,21
VID00603,2024-02-27,Exam Preparation Guide #603,Education,36933,3641,228,3.87,59.33,1277.8,159,18
VID00604,2024-02-28,Funny Family Moments #604,Comedy,2393,158,13,9.97,63.96,244.4,6,16
VID00605,2024-02-28,Laptop Buying Guide #605,Tech,3349,133,7,10.16,79.05,386.4,41,19
VID00606,2024-02-28,Money Mistakes #606,Finance,6720,535,75,1.63,75.95,467.2,165,19
VID00607,2024-02-28,Interview Preparation #607,Education,2529,206,28,8.65,48.5,101.5,27,19
VID00608,2024-02-28,Morning Routine #608,Lifestyle,9625,418,65,7.77,61.39,720.9,61,14
VID00609,2024-02-28,Expectation vs Reality #609,Comedy,85645,2659,1013,8.7,62.03,10053.3,1794,20
VID00610,2024-02-28,Funny Family Moments #610,Comedy,8897,686,106,6.94,68.0,504.1,67,18
VID00611,2024-02-28,Exam Preparation Guide #611,Education,5493,524,42,6.46,63.56,444.1,107,20
VID00612,2024-02-28,Best Friend Problems #612,Comedy,2062,203,23,11.42,73.38,217.5,43,14
VID00613,2024-02-28,Office Comedy #613,Comedy,23134,707,70,11.48,59.93,2691.9,442,18
VID00614,2024-02-28,Travel Mistakes #614,Travel,15847,930,178,11.01,66.94,2495.5,224,20
VID00615,2024-02-29,Weekend Travel Vlog #615,Travel,26583,2299,116,11.5,61.33,908.9,463,16
VID00616,2024-02-29,Gaming Tips #616,Gaming,8316,852,62,9.56,61.87,332.1,22,10
VID00617,2024-02-29,Best Friend Problems #617,Comedy,3845,128,6,6.45,73.21,391.1,70,22
VID00618,2024-02-29,Game Challenge #618,Gaming,43236,3135,302,4.95,68.53,2452.3,258,20
VID00619,2024-02-29,Parents Be Like #619,Comedy,4395,194,23,8.57,67.89,492.4,73,23
VID00620,2024-02-29,Travel Guide #620,Travel,3148,162,33,6.9,73.52,288.5,59,10
VID00621,2024-02-29,Best Restaurants #621,Food,8182,356,51,11.08,57.26,531.5,55,18
VID00622,2024-02-29,Best Settings #622,Gaming,52035,3716,229,9.85,34.57,3582.0,297,14
VID00623,2024-02-29,Budget Lifestyle #623,Lifestyle,627,51,3,8.58,75.95,31.4,8,19
VID00624,2024-02-29,Healthy Habits #624,Lifestyle,16667,696,203,6.22,61.07,919.4,158,18
VID00625,2024-03-01,Travel Guide #625,Travel,9059,650,110,9.02,44.92,526.7,106,21
VID00626,2024-03-01,Tech Hacks #626,Tech,12836,748,150,8.29,54.67,1429.1,147,20
VID00627,2024-03-01,Money Mistakes #627,Finance,9807,875,62,6.22,68.73,929.5,114,18
VID00628,2024-03-01,Personal Finance Tips #628,Finance,11354,1087,115,7.58,61.54,1086.9,224,23
VID00629,2024-03-01,AI Tools #629,Tech,122543,8674,658,11.82,52.44,7397.6,1326,10
VID00630,2024-03-01,Budget Planning #630,Finance,7369,805,44,7.65,65.46,398.1,159,14
VID00631,2024-03-01,Best Friend Problems #631,Comedy,22876,2111,190,5.14,66.6,1078.5,80,18
VID00632,2024-03-01,Relatable College Life #632,Comedy,8555,662,51,8.3,42.32,535.7,42,19
VID00633,2024-03-01,Expectation vs Reality #633,Comedy,11402,1076,141,7.37,50.86,1169.9,173,16
VID00634,2024-03-01,Day In My Life #634,Lifestyle,8105,578,68,9.33,64.29,1209.6,72,18
VID00635,2024-03-01,Healthy Habits #635,Lifestyle,3550,205,25,7.81,74.33,382.6,35,8
VID00636,2024-03-02,Phone Features You Missed #636,Tech,58336,3933,286,4.2,65.7,1409.6,1097,20
VID00637,2024-03-02,Morning Routine #637,Lifestyle,7691,280,95,7.17,71.15,816.8,139,21
VID00638,2024-03-02,Credit Score Tips #638,Finance,22375,1034,64,6.48,58.32,2645.5,247,21
VID00639,2024-03-02,Office Comedy #639,Comedy,2291,58,28,4.83,75.02,336.7,28,20
VID00640,2024-03-02,Best Restaurants #640,Food,9024,702,93,8.93,55.85,549.3,99,19
VID00641,2024-03-02,Day In My Life #641,Lifestyle,7307,446,68,8.71,66.82,849.4,102,18
VID00642,2024-03-02,Career Tips #642,Education,9477,817,24,3.32,56.8,443.6,88,8
VID00643,2024-03-02,Money Mistakes #643,Finance,20552,1765,82,11.4,74.8,1999.3,444,21
VID00644,2024-03-02,Weekend Vlog #644,Lifestyle,3800,99,33,6.04,67.62,321.3,69,19
VID00645,2024-03-02,Top Games #645,Gaming,18877,823,207,8.35,57.33,2068.2,74,20
VID00646,2024-03-03,Day In My Life #646,Lifestyle,4739,170,53,6.12,54.66,262.9,75,20
VID00647,2024-03-03,Gaming Tips #647,Gaming,8584,327,99,7.81,67.83,1138.5,67,20
VID00648,2024-03-03,Healthy Habits #648,Lifestyle,40104,3212,392,7.49,65.94,5504.9,372,14
VID00649,2024-03-03,Hidden Places #649,Travel,2018,181,15,8.31,51.39,146.4,28,19
VID00650,2024-03-03,AI Tools #650,Tech,5385,255,47,6.79,61.26,446.6,50,14
VID00651,2024-03-03,Budget Lifestyle #651,Lifestyle,2684,130,30,4.6,72.07,448.1,26,10
VID00652,2024-03-03,Saving Money #652,Finance,835,46,1,5.84,52.79,81.0,4,18
VID00653,2024-03-03,Budget Planning #653,Finance,5073,506,52,10.82,54.19,134.5,76,20
VID00654,2024-03-03,Budget Meals #654,Food,2863,216,36,6.06,52.54,92.5,12,8
VID00655,2024-03-03,Useful Tech Tips #655,Tech,19880,1583,60,13.0,59.67,964.7,304,6
VID00656,2024-03-04,Game Challenge #656,Gaming,3161,267,11,8.29,67.58,233.4,50,10
VID00657,2024-03-04,Daily Routine #657,Lifestyle,7853,808,8,5.25,65.83,382.7,136,21
VID00658,2024-03-04,Relatable College Life #658,Comedy,6285,187,6,8.69,69.53,420.0,67,20
VID00659,2024-03-04,Daily Routine #659,Lifestyle,9582,846,51,8.15,48.81,580.2,208,20
VID00660,2024-03-04,Learning Strategies #660,Education,6636,587,80,5.89,68.0,630.5,69,20
VID00661,2024-03-04,Travel Guide #661,Travel,4878,351,20,8.74,61.51,209.6,96,21
VID00662,2024-03-04,Money Mistakes #662,Finance,21858,1460,34,11.18,61.64,1915.2,172,10
VID00663,2024-03-04,Street Food Tour #663,Food,47088,4655,374,6.9,50.57,2287.5,336,10
VID00664,2024-03-04,Study Tips That Work #664,Education,11672,447,89,5.51,53.27,976.7,83,21
VID00665,2024-03-04,Best Places to Visit #665,Travel,4268,358,35,5.09,60.55,254.1,73,19
VID00666,2024-03-04,Parents Be Like #666,Comedy,45762,1325,444,7.48,77.61,5538.8,292,22
VID00667,2024-03-05,Best Friend Problems #667,Comedy,10850,1006,73,8.08,61.35,1577.1,208,21
VID00668,2024-03-05,Budget Meals #668,Food,25698,2722,33,5.61,70.96,1144.1,179,12
VID00669,2024-03-05,Best Friend Problems #669,Comedy,5625,591,30,3.55,80.81,329.8,92,23
VID00670,2024-03-05,Relatable College Life #670,Comedy,39339,4171,327,7.44,56.11,2182.6,376,22
VID00671,2024-03-05,Travel Mistakes #671,Travel,43675,3248,301,8.48,57.61,4602.0,465,22
VID00672,2024-03-05,Relatable College Life #672,Comedy,6796,447,41,5.06,64.79,849.0,33,21
VID00673,2024-03-05,Personal Finance Tips #673,Finance,45016,4029,240,12.76,60.7,4991.0,801,20
VID00674,2024-03-05,Weekend Travel Vlog #674,Travel,4648,475,4,8.15,55.89,366.6,82,20
VID00675,2024-03-05,Useful Tech Tips #675,Tech,15428,889,158,11.07,78.68,1896.3,192,20
VID00676,2024-03-05,Weekend Vlog #676,Lifestyle,38075,3930,230,8.72,80.77,3163.6,907,18
VID00677,2024-03-06,Best Places to Visit #677,Travel,16236,1555,46,7.46,62.31,1213.0,122,12
VID00678,2024-03-06,Travel Mistakes #678,Travel,25716,2608,293,9.11,59.98,2250.4,458,21
VID00679,2024-03-06,Useful Tech Tips #679,Tech,7706,736,11,11.68,61.88,712.4,43,19
VID00680,2024-03-06,Food Review #680,Food,36320,2575,345,9.99,61.39,1129.7,614,21
VID00681,2024-03-06,Interview Preparation #681,Education,3463,93,12,7.91,77.45,212.4,80,6
VID00682,2024-03-06,Laptop Buying Guide #682,Tech,11094,416,104,7.07,72.11,1060.1,192,20
VID00683,2024-03-06,Career Tips #683,Education,2922,289,20,10.36,57.66,77.7,39,16
VID00684,2024-03-06,Expectation vs Reality #684,Comedy,28690,1961,317,7.69,66.64,2107.1,211,12
VID00685,2024-03-06,Budget Lifestyle #685,Lifestyle,2794,151,38,5.01,54.37,177.5,38,12
VID00686,2024-03-06,Morning Routine #686,Lifestyle,36246,2785,63,9.64,70.09,4712.1,237,20
VID00687,2024-03-06,Exam Preparation Guide #687,Education,3359,299,32,8.38,55.21,126.7,41,20
VID00688,2024-03-07,Weekend Vlog #688,Lifestyle,4682,193,27,9.47,64.18,484.2,44,19
VID00689,2024-03-07,Career Tips #689,Education,14562,685,43,6.92,63.07,1015.3,190,18
VID00690,2024-03-07,Daily Routine #690,Lifestyle,27461,2312,168,5.5,56.32,1038.1,354,18
VID00691,2024-03-07,Best Friend Problems #691,Comedy,22772,1541,191,8.4,65.12,2719.9,91,19
VID00692,2024-03-07,Best Places to Visit #692,Travel,1795,143,14,5.84,64.13,184.3,22,22
VID00693,2024-03-07,Healthy Habits #693,Lifestyle,19420,2100,259,9.32,80.68,1256.6,149,12
VID00694,2024-03-07,Funny Family Moments #694,Comedy,11319,422,81,5.02,60.29,411.6,194,12
VID00695,2024-03-07,Weekend Travel Vlog #695,Travel,24467,1301,336,3.91,75.36,1091.0,450,18
VID00696,2024-03-07,Office Comedy #696,Comedy,3642,172,41,8.18,51.48,148.9,55,20
VID00697,2024-03-07,Office Comedy #697,Comedy,28072,1058,71,10.3,65.38,1451.7,331,20
VID00698,2024-03-08,Expectation vs Reality #698,Comedy,21051,1648,112,9.49,53.25,2171.1,236,20
VID00699,2024-03-08,Expectation vs Reality #699,Comedy,13479,1033,54,8.4,58.92,987.4,112,22
VID00700,2024-03-08,Study Tips That Work #700,Education,96456,8590,845,6.24,75.1,5133.5,913,14
VID00701,2024-03-08,Office Comedy #701,Comedy,3055,185,28,7.75,59.22,354.1,47,14
VID00702,2024-03-08,Gaming Highlights #702,Gaming,6453,554,12,11.44,59.88,499.3,129,19
VID00703,2024-03-08,Office Comedy #703,Comedy,14302,1503,147,7.14,63.88,2018.6,204,22
VID00704,2024-03-08,Cooking Tips #704,Food,6300,618,84,7.74,69.3,213.1,74,14
VID00705,2024-03-08,Tech Hacks #705,Tech,19143,1457,210,3.5,55.56,541.1,408,20
VID00706,2024-03-08,Budget Lifestyle #706,Lifestyle,22912,851,39,6.05,66.6,2115.7,412,21
VID00707,2024-03-08,Budget Planning #707,Finance,40336,3925,389,9.62,52.9,2146.1,566,20
VID00708,2024-03-09,Interview Preparation #708,Education,3605,117,12,2.77,67.79,294.1,70,12
VID00709,2024-03-09,AI Tools #709,Tech,20066,1522,251,9.07,41.11,1615.5,220,10
VID00710,2024-03-09,Best Apps #710,Tech,1301,100,11,9.21,57.55,173.1,20,20
VID00711,2024-03-09,Credit Score Tips #711,Finance,14434,1434,189,11.87,63.66,584.2,206,18
VID00712,2024-03-09,Productivity Tips #712,Education,11774,1025,105,6.86,64.82,1074.4,75,22
VID00713,2024-03-09,Cooking Tips #713,Food,2719,294,32,4.28,64.79,173.9,47,18
VID00714,2024-03-09,Parents Be Like #714,Comedy,19993,852,101,7.55,47.68,1141.9,330,18
VID00715,2024-03-09,Study Tips That Work #715,Education,3401,270,41,8.93,66.31,192.4,71,18
VID00716,2024-03-09,Laptop Buying Guide #716,Tech,1812,96,13,6.55,65.22,131.7,6,21
VID00717,2024-03-09,Daily Routine #717,Lifestyle,7124,523,32,7.37,57.95,480.3,102,22
VID00718,2024-03-09,Day In My Life #718,Lifestyle,18390,684,213,7.51,47.87,1029.0,188,10
VID00719,2024-03-10,Office Comedy #719,Comedy,22767,2287,89,9.38,55.37,1841.7,78,16
VID00720,2024-03-10,Tech Hacks #720,Tech,17456,1104,153,8.22,63.68,859.0,91,12
VID00721,2024-03-10,Healthy Habits #721,Lifestyle,8647,323,120,4.87,54.2,560.3,30,20
VID00722,2024-03-10,Gaming Highlights #722,Gaming,13311,518,107,12.58,65.54,311.8,68,14
VID00723,2024-03-10,Travel Mistakes #723,Travel,68460,7263,814,10.92,60.4,4791.4,1093,22
VID00724,2024-03-10,Best Settings #724,Gaming,30628,2242,40,8.52,42.87,664.5,83,20
VID00725,2024-03-10,Healthy Habits #725,Lifestyle,6287,160,48,5.45,53.06,508.6,27,16
VID00726,2024-03-10,Phone Features You Missed #726,Tech,36709,2194,144,10.36,69.25,1179.0,362,20
VID00727,2024-03-10,Healthy Habits #727,Lifestyle,13990,825,178,7.58,73.4,1578.0,278,22
VID00728,2024-03-10,Personal Finance Tips #728,Finance,5770,562,25,5.57,64.98,441.8,30,20
VID00729,2024-03-11,Investment Basics #729,Finance,26561,870,295,7.76,53.36,690.9,365,19
VID00730,2024-03-11,Gaming Tips #730,Gaming,6762,212,15,9.77,60.56,183.7,98,12
VID00731,2024-03-11,Career Tips #731,Education,2709,291,36,10.46,54.38,265.4,26,16
VID00732,2024-03-11,Productivity Tips #732,Education,26002,2558,36,5.67,66.46,2464.2,591,12
VID00733,2024-03-11,Best Apps #733,Tech,47515,2178,42,7.29,58.3,3202.5,188,20
VID00734,2024-03-11,Gaming Tips #734,Gaming,20588,1549,282,7.72,77.18,1708.2,218,6
VID00735,2024-03-11,Budget Travel Tips #735,Travel,3275,327,26,3.46,43.34,103.9,59,21
VID00736,2024-03-11,Weekend Travel Vlog #736,Travel,18314,743,255,6.87,66.11,2457.4,99,20
VID00737,2024-03-11,Useful Tech Tips #737,Tech,4258,305,59,7.77,57.06,222.8,24,22
VID00738,2024-03-11,AI Tools #738,Tech,10115,560,39,6.37,61.27,1050.2,150,16
VID00739,2024-03-12,Hidden Places #739,Travel,11476,723,91,3.51,58.67,375.2,178,8
VID00740,2024-03-12,Relatable College Life #740,Comedy,21506,1623,256,8.73,68.69,2384.6,458,19
VID00741,2024-03-12,Morning Routine #741,Lifestyle,23220,2364,81,7.67,43.57,1809.0,89,22
VID00742,2024-03-12,Beginner Guide #742,Gaming,8275,834,16,9.22,45.76,631.6,94,19
VID00743,2024-03-12,Budget Planning #743,Finance,5227,414,40,5.92,58.37,278.2,62,18
VID00744,2024-03-12,Best Restaurants #744,Food,15508,1329,84,5.26,44.55,1044.1,106,19
VID00745,2024-03-12,Daily Routine #745,Lifestyle,37820,1666,342,7.5,66.63,5340.1,580,16
VID00746,2024-03-12,Weekend Vlog #746,Lifestyle,10901,565,142,8.59,48.43,1031.1,199,10
VID00747,2024-03-12,Best Friend Problems #747,Comedy,7956,537,16,8.02,47.53,315.4,152,16
VID00748,2024-03-12,Credit Score Tips #748,Finance,4167,115,13,4.97,49.8,344.6,90,10
VID00749,2024-03-12,Budget Meals #749,Food,30876,2324,215,12.54,64.17,831.8,219,22
VID00750,2024-03-13,Parents Be Like #750,Comedy,1580,78,14,9.76,57.59,44.3,6,14
VID00751,2024-03-13,Office Comedy #751,Comedy,11117,1096,54,7.76,71.6,702.4,223,20
VID00752,2024-03-13,Expectation vs Reality #752,Comedy,7380,605,67,8.54,58.76,258.7,90,14
VID00753,2024-03-13,Daily Routine #753,Lifestyle,10819,884,9,6.46,74.26,905.8,171,18
VID00754,2024-03-13,Cooking Tips #754,Food,9281,557,48,9.97,51.57,393.7,147,21
VID00755,2024-03-13,Expectation vs Reality #755,Comedy,2948,161,17,5.88,56.28,135.0,39,20
VID00756,2024-03-13,Cooking Tips #756,Food,5264,397,6,9.76,67.95,185.9,57,20
VID00757,2024-03-13,Credit Score Tips #757,Finance,25736,1592,321,7.92,60.75,619.2,432,21
VID00758,2024-03-13,Career Tips #758,Education,7190,640,71,9.48,53.9,590.6,70,12
VID00759,2024-03-13,Best Restaurants #759,Food,4803,329,24,10.93,50.47,357.2,40,23
VID00760,2024-03-14,Laptop Buying Guide #760,Tech,2420,229,31,7.07,59.34,239.6,33,12
VID00761,2024-03-14,Laptop Buying Guide #761,Tech,105406,8365,651,9.62,55.62,12151.7,1286,14
VID00762,2024-03-14,Best Apps #762,Tech,19887,1558,176,8.24,56.09,1438.6,213,10
VID00763,2024-03-14,Gaming Tips #763,Gaming,6270,427,8,9.84,57.75,555.6,53,23
VID00764,2024-03-14,Easy Recipes #764,Food,11127,809,64,8.88,61.19,1109.5,122,14
VID00765,2024-03-14,Travel Mistakes #765,Travel,31617,1627,122,7.42,68.28,3291.8,641,18
VID00766,2024-03-14,Funny Family Moments #766,Comedy,3463,273,32,8.78,81.41,337.4,84,21
VID00767,2024-03-14,Phone Features You Missed #767,Tech,8134,290,108,8.47,60.5,1036.4,93,12
VID00768,2024-03-14,Relatable College Life #768,Comedy,21973,1213,202,8.89,51.16,1575.6,224,19
VID00769,2024-03-14,Phone Features You Missed #769,Tech,8860,303,77,9.15,41.05,327.7,37,20
VID00770,2024-03-14,Learning Strategies #770,Education,4797,325,58,12.53,72.37,707.2,50,20
VID00771,2024-03-15,Morning Routine #771,Lifestyle,8486,916,7,8.62,66.2,739.4,192,20
VID00772,2024-03-15,Weekend Travel Vlog #772,Travel,13365,417,87,7.43,57.6,454.7,183,6
VID00773,2024-03-15,Exam Preparation Guide #773,Education,3404,222,14,6.1,74.31,410.9,82,19
VID00774,2024-03-15,Career Tips #774,Education,8708,321,71,7.55,57.1,894.8,80,21
VID00775,2024-03-15,Gaming Highlights #775,Gaming,19159,1049,208,9.66,49.46,944.8,245,21
VID00776,2024-03-15,Gaming Highlights #776,Gaming,19894,1400,87,8.96,60.93,808.1,154,19
VID00777,2024-03-15,Morning Routine #777,Lifestyle,2412,245,16,8.57,67.5,138.5,36,16
VID00778,2024-03-15,Useful Tech Tips #778,Tech,31919,2036,310,7.77,61.11,2867.3,626,8
VID00779,2024-03-15,Budget Lifestyle #779,Lifestyle,19891,1446,99,5.95,64.93,1627.0,176,21
VID00780,2024-03-15,Top Games #780,Gaming,11198,1167,63,10.53,67.5,681.7,210,12
VID00781,2024-03-16,Travel Guide #781,Travel,10752,380,20,8.77,63.94,269.0,114,19
VID00782,2024-03-16,Phone Features You Missed #782,Tech,3193,336,16,9.85,54.82,269.2,31,8
VID00783,2024-03-16,Personal Finance Tips #783,Finance,1566,51,8,4.86,69.28,144.7,11,22
VID00784,2024-03-16,Career Tips #784,Education,33019,1800,44,6.17,55.62,3164.1,744,12
VID00785,2024-03-16,Personal Finance Tips #785,Finance,3784,222,31,10.19,67.16,425.5,59,12
VID00786,2024-03-16,Parents Be Like #786,Comedy,4258,410,22,6.03,56.04,251.5,90,21
VID00787,2024-03-16,Productivity Tips #787,Education,4002,335,48,7.87,72.52,470.7,63,20
VID00788,2024-03-16,Relatable College Life #788,Comedy,1284,93,9,8.43,62.08,66.9,27,20
VID00789,2024-03-16,Expectation vs Reality #789,Comedy,5709,368,77,6.85,58.0,457.5,44,19
VID00790,2024-03-16,Relatable College Life #790,Comedy,12301,1221,64,8.41,53.48,693.2,243,10
VID00791,2024-03-17,Budget Lifestyle #791,Lifestyle,6987,189,12,7.43,58.54,593.8,50,16
VID00792,2024-03-17,Top Games #792,Gaming,2907,228,10,9.0,81.15,381.8,47,19
VID00793,2024-03-17,Best Settings #793,Gaming,10056,398,129,5.67,54.69,869.5,173,8
VID00794,2024-03-17,Gaming Tips #794,Gaming,5697,447,11,11.56,71.0,224.7,55,21
VID00795,2024-03-17,Useful Tech Tips #795,Tech,10207,328,13,10.18,59.16,320.2,50,23
VID00796,2024-03-17,Laptop Buying Guide #796,Tech,4816,149,43,10.03,72.53,172.5,88,21
VID00797,2024-03-17,Gaming Tips #797,Gaming,13594,762,116,8.78,45.52,567.1,111,20
VID00798,2024-03-17,Weekend Travel Vlog #798,Travel,42641,2131,304,5.38,53.9,4601.2,505,6
VID00799,2024-03-17,AI Tools #799,Tech,8802,437,85,8.24,56.12,664.0,196,18
VID00800,2024-03-17,Travel Guide #800,Travel,5961,179,39,10.26,58.24,192.5,65,10
VID00801,2024-03-17,Best Places to Visit #801,Travel,14789,1403,70,5.03,57.19,352.8,150,22
VID00802,2024-03-18,Weekend Vlog #802,Lifestyle,19653,1976,139,8.97,50.9,1460.3,63,18
VID00803,2024-03-18,Gaming Tips #803,Gaming,6529,354,27,5.48,72.82,391.0,118,21
VID00804,2024-03-18,Phone Features You Missed #804,Tech,4419,340,25,9.71,50.43,343.1,79,23
VID00805,2024-03-18,Useful Tech Tips #805,Tech,14026,1204,30,5.55,33.83,540.4,89,16
VID00806,2024-03-18,Healthy Habits #806,Lifestyle,11978,1219,67,10.48,65.66,525.5,68,20
VID00807,2024-03-18,AI Tools #807,Tech,1388,144,9,7.7,64.75,151.7,15,19
VID00808,2024-03-18,Budget Meals #808,Food,22650,2386,280,7.81,54.33,1218.9,400,19
VID00809,2024-03-18,Travel Guide #809,Travel,16825,1753,144,4.82,54.53,1492.5,312,20
VID00810,2024-03-18,Hidden Places #810,Travel,5495,345,15,6.81,56.48,150.9,62,16
VID00811,2024-03-18,Game Challenge #811,Gaming,19538,793,269,4.26,81.92,2186.6,74,20
VID00812,2024-03-19,Game Challenge #812,Gaming,46929,1573,491,4.14,61.0,2628.7,155,18
VID00813,2024-03-19,Exam Preparation Guide #813,Education,10617,377,144,9.78,64.46,1239.2,242,18
VID00814,2024-03-19,Career Tips #814,Education,7586,530,96,11.96,82.5,831.3,113,20
VID00815,2024-03-19,Top Games #815,Gaming,66251,7117,631,11.0,59.07,3898.1,1313,23
VID00816,2024-03-19,Relatable College Life #816,Comedy,17103,1705,224,10.64,51.75,472.3,222,19
VID00817,2024-03-19,Study Tips That Work #817,Education,1004,104,6,3.79,59.12,27.6,19,18
VID00818,2024-03-19,Budget Meals #818,Food,3921,127,10,6.29,73.68,222.4,81,14
VID00819,2024-03-19,Laptop Buying Guide #819,Tech,13107,1348,87,6.44,73.04,2227.7,174,20
VID00820,2024-03-19,Day In My Life #820,Lifestyle,8715,788,33,6.53,53.7,446.2,160,20
VID00821,2024-03-19,Relatable College Life #821,Comedy,6800,621,46,6.67,59.68,724.6,57,16
VID00822,2024-03-19,Productivity Tips #822,Education,2961,218,17,7.79,63.48,237.2,59,21
VID00823,2024-03-20,Learning Strategies #823,Education,8681,726,120,7.56,68.89,1301.4,185,22
VID00824,2024-03-20,Budget Meals #824,Food,9794,382,48,6.75,50.59,494.1,213,22
VID00825,2024-03-20,Street Food Tour #825,Food,10694,327,21,7.91,54.96,843.7,143,16
VID00826,2024-03-20,Tech Hacks #826,Tech,10387,566,107,8.76,57.54,1116.3,102,22
VID00827,2024-03-20,Useful Tech Tips #827,Tech,8909,684,96,7.44,70.88,269.4,133,22
VID00828,2024-03-20,Expectation vs Reality #828,Comedy,8431,798,35,9.83,60.71,610.7,153,12
VID00829,2024-03-20,Daily Routine #829,Lifestyle,28112,2856,360,5.91,67.59,1110.9,623,12
VID00830,2024-03-20,Beginner Guide #830,Gaming,10108,857,51,5.2,70.11,961.4,235,21
